date,rev_eok,op_eok
2025-12-23,6194.470588200001,865.0
2025-12-24,6194.470588200001,865.0
2025-12-26,6194.470588200001,865.0
2025-12-29,6194.470588200001,865.0
2025-12-30,6194.470588200001,865.0
2026-01-02,6194.470588200001,865.0
2026-01-05,6194.470588200001,865.0
2026-01-06,6194.470588200001,865.0
2026-01-07,6148.176470599999,859.8235294
2026-01-08,6148.176470599999,859.8235294
2026-01-09,6111.7058824000005,857.4705882
2026-01-12,6111.7058824000005,857.4705882
2026-01-13,6103.7647059,855.1764706
2026-01-14,6072.5882353,846.3529412
2026-01-15,6069.0588235000005,845.1764706
2026-01-16,6069.0588235000005,845.1764706
2026-01-19,6027.6470588,838.8823529000001
2026-01-20,5979.625,836.375
2026-01-21,5987.4375,837.875
2026-01-22,5987.4375,837.875
2026-01-23,5967.0,834.1875
2026-01-26,5967.0,834.1875
2026-01-27,5899.875,826.5625
2026-01-28,5899.875,826.5625
2026-01-29,5899.875,826.5625
2026-01-30,5899.875,826.5625
2026-02-02,5899.875,826.5625
2026-02-03,5899.875,826.5625
2026-02-04,5899.875,826.5625
2026-02-05,5899.875,826.5625
2026-02-06,5846.9375,817.1875
2026-02-09,5846.9375,817.1875
2026-02-10,5820.9285714,806.5714286
2026-02-11,5820.9285714,806.5714286
2026-02-12,5820.9285714,806.5714286
2026-02-13,5820.9285714,806.5714286
2026-02-19,5777.9166667,798.6666667000001
2026-02-20,5777.9166667,798.6666667000001
2026-02-23,5777.9166667,798.6666667000001
2026-02-24,5777.9166667,798.6666667000001
2026-02-25,5777.9166667,798.6666667000001
2026-02-26,5777.9166667,798.6666667000001
2026-02-27,5639.6666667,763.8666667
2026-03-03,5639.6666667,763.8666667
2026-03-04,5752.3125,781.875
2026-03-05,5845.5625,813.625
2026-03-06,5845.5625,813.625
2026-03-09,5845.5625,813.625
2026-03-10,5845.5625,813.625
2026-03-11,5845.5625,813.625
2026-03-12,5841.2352941,816.1176470999999
2026-03-13,5841.2352941,816.1176470999999
2026-03-16,5841.2352941,816.1176470999999
2026-03-17,5841.2352941,816.1176470999999
2026-03-18,5899.2777778,823.6666667000001
2026-03-19,5909.444444400001,824.7777778
2026-03-20,5909.444444400001,824.7777778
2026-03-23,5909.444444400001,824.7777778
2026-03-24,5898.4210526,822.9473684000001
2026-03-25,5883.0526316,818.6842105
2026-03-26,5883.0526316,818.6842105
2026-03-27,5883.0526316,818.6842105
2026-03-30,5883.0526316,818.6842105
2026-03-31,5883.0526316,818.6842105
2026-04-01,5883.0526316,818.6842105
2026-04-02,5883.0526316,818.6842105
2026-04-03,5883.0526316,818.6842105
2026-04-06,5883.3157895,818.2105263
2026-04-07,5883.3157895,818.2105263
2026-04-08,5883.3157895,818.2105263
2026-04-09,5909.5,818.8333332999999
2026-04-10,5909.5,818.8333332999999
2026-04-13,5943.944444400001,821.0555556
2026-04-14,5900.055555599999,814.9444444
2026-04-15,5892.2777778,812.7222222
2026-04-16,5892.2777778,812.7222222
2026-04-17,5915.8333333,814.8333332999999
2026-04-20,5929.2352941,812.3529412
2026-04-21,5929.2352941,812.3529412
2026-04-22,5883.2352941,808.1764706
2026-04-23,5901.176470599999,807.5882353000001
2026-04-24,5901.176470599999,807.5882353000001
2026-04-27,5901.176470599999,807.5882353000001
2026-04-28,5901.176470599999,807.5882353000001
2026-04-29,5901.176470599999,807.5882353000001
2026-04-30,5901.176470599999,807.5882353000001
2026-05-04,5901.176470599999,807.5882353000001
2026-05-06,5901.176470599999,807.5882353000001
2026-05-07,5901.176470599999,807.5882353000001
2026-05-08,5901.176470599999,807.5882353000001
2026-05-11,6010.473684199999,805.8947368
2026-05-12,6010.473684199999,805.8947368
2026-05-13,6010.473684199999,805.8947368
2026-05-14,6010.473684199999,805.8947368
2026-05-15,6010.473684199999,805.8947368
2026-05-18,6010.473684199999,805.8947368
2026-05-19,6010.473684199999,805.8947368
2026-05-20,6010.6842105,805.7368421
2026-05-21,6010.6842105,805.7368421
2026-05-22,6010.6842105,805.7368421
2026-05-26,6010.6842105,805.7368421
2026-05-27,6010.6842105,805.7368421
2026-05-28,6010.6842105,805.7368421
2026-05-29,5999.7894737,801.6315789
2026-06-01,5999.7894737,801.6315789
2026-06-02,5999.7894737,801.6315789
2026-06-04,5971.3333333,793.2777778
2026-06-05,5971.3333333,793.2777778
2026-06-08,5971.3333333,793.2777778
2026-06-09,5971.3333333,793.2777778
2026-06-10,5965.5,791.4444444
2026-06-11,5968.2222222,790.1111111
2026-06-12,5997.7894737,786.7368421
2026-06-15,5997.7894737,786.7368421
2026-06-16,5997.7894737,786.7368421
2026-06-17,5997.7894737,786.7368421
2026-06-18,6004.8947368,787.4210526
2026-06-19,6004.8947368,787.4210526
2026-06-22,6004.8947368,787.4210526
2026-06-23,6004.8947368,787.4210526
2026-06-24,6004.8947368,787.4210526
2026-06-25,6004.8947368,787.4210526
2026-06-26,6004.8947368,787.4210526
2026-06-29,6004.8947368,787.4210526
2026-06-30,6004.8947368,787.4210526
2026-07-01,6004.8947368,787.4210526
2026-07-02,6019.9473684,784.4210526
2026-07-03,6019.9473684,784.4210526
2026-07-06,6019.9473684,784.4210526
2026-07-07,6005.2105263,782.7368421
2026-07-08,6005.2105263,782.7368421
2026-07-09,6005.2105263,782.7368421
2026-07-10,6005.2105263,782.7368421
2026-07-13,6060.5,790.1111111
2026-07-14,6060.5,790.1111111
2026-07-15,6048.176470599999,778.5882353000001
2026-07-16,6048.176470599999,778.5882353000001
2026-07-20,6114.1875,765.0625
2026-07-21,6142.526315800001,766.5789474
2026-07-22,6161.6842105,763.7368421
2026-07-23,6162.473684199999,761.0
2026-07-24,6162.473684199999,761.0
2026-07-27,6162.473684199999,761.0
2026-07-28,6162.473684199999,761.0
2026-07-29,6162.473684199999,761.0
2026-07-30,6162.473684199999,761.0
2026-07-31,6162.473684199999,761.0
2026-08-03,6162.473684199999,761.0
2026-08-04,6162.473684199999,761.0
2026-08-05,6162.473684199999,761.0
2026-08-06,6162.473684199999,761.0
2026-08-07,6162.473684199999,761.0
2026-08-10,6300.7368421,774.9473684000001
2026-08-11,6315.176470599999,771.5294118
2026-08-12,6315.176470599999,771.5294118
2026-08-13,6315.176470599999,771.5294118
2026-08-14,6315.176470599999,771.5294118
2026-08-18,6315.176470599999,771.5294118
2026-08-19,6330.882352899999,773.5882353000001
2026-08-20,6330.882352899999,773.5882353000001
2026-08-21,6330.882352899999,773.5882353000001
2026-08-24,6330.882352899999,773.5882353000001
2026-08-25,6330.882352899999,773.5882353000001
2026-08-26,6330.882352899999,773.5882353000001
2026-08-27,6330.882352899999,773.5882353000001
2026-08-28,6330.882352899999,773.5882353000001
2026-08-31,6330.882352899999,773.5882353000001
2026-09-01,6330.882352899999,773.5882353000001
2026-09-02,6330.882352899999,773.5882353000001
2026-09-03,6330.882352899999,773.5882353000001
2026-09-04,6330.882352899999,773.5882353000001
2026-09-07,6330.882352899999,773.5882353000001
