month,brand,keyword,searches
2023-03,torriden,torriden,1300
2023-04,torriden,torriden,1600
2023-05,torriden,torriden,1600
2023-06,torriden,torriden,2400
2023-07,torriden,torriden,2400
2023-08,torriden,torriden,2900
2023-09,torriden,torriden,6600
2023-10,torriden,torriden,4400
2023-11,torriden,torriden,6600
2023-12,torriden,torriden,5400
2024-01,torriden,torriden,6600
2024-02,torriden,torriden,5400
2024-03,torriden,torriden,5400
2024-04,torriden,torriden,6600
2024-05,torriden,torriden,6600
2024-06,torriden,torriden,6600
2024-07,torriden,torriden,8100
2024-08,torriden,torriden,8100
2024-09,torriden,torriden,8100
2024-10,torriden,torriden,9900
2024-11,torriden,torriden,9900
2024-12,torriden,torriden,9900
2025-01,torriden,torriden,9900
2025-02,torriden,torriden,9900
2025-03,torriden,torriden,14800
2025-04,torriden,torriden,12100
2025-05,torriden,torriden,12100
2025-06,torriden,torriden,12100
2025-07,torriden,torriden,12100
2025-08,torriden,torriden,14800
2025-09,torriden,torriden,12100
2025-10,torriden,torriden,14800
2025-11,torriden,torriden,14800
2025-12,torriden,torriden,14800
2026-01,torriden,torriden,18100
2026-02,torriden,torriden,18100
2026-03,torriden,torriden,22200
2026-04,torriden,torriden,22200
2026-05,torriden,torriden,22200
2026-06,torriden,torriden,22200
2026-07,torriden,torriden,22200
