date,day,rank,title,open,adm,cum,screens,shows,adm_share,show_share,screen_share
2024-11-19,104,9,히든페이스,2024-11-20,1231,11307,8,9,0.0117,0.0007,0.0013
2024-11-19,104,10,컨택트,2017-02-02,906,650576,87,135,0.0086,0.0098,0.0143
2024-11-20,105,1,위키드,2024-11-20,84925,86181,1663,5327,0.3719,0.3608,0.2505
2024-11-20,105,2,히든페이스,2024-11-20,48075,59382,834,2569,0.2105,0.174,0.1256
2024-11-20,105,3,글래디에이터 Ⅱ,2024-11-13,28029,559427,802,2077,0.1228,0.1407,0.1208
2024-11-20,105,4,청설,2024-11-06,21065,594540,701,1584,0.0923,0.1073,0.1056
2024-11-20,105,5,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,10077,11454,170,290,0.0441,0.0196,0.0256
2024-11-20,105,6,사흘,2024-11-14,6011,177572,469,659,0.0263,0.0446,0.0707
2024-11-20,105,7,베놈: 라스트 댄스,2024-10-23,3317,1727808,318,402,0.0145,0.0272,0.0479
2024-11-20,105,8,아마존 활명수,2024-10-30,2489,590406,106,117,0.0109,0.0079,0.016
2024-11-20,105,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,1695,1185368,31,33,0.0074,0.0022,0.0047
2024-11-20,105,10,캐롤,2016-02-04,1408,359086,78,103,0.0062,0.007,0.0118
2024-11-21,106,1,위키드,2024-11-20,63398,149579,1655,5143,0.3398,0.3546,0.2489
2024-11-21,106,2,히든페이스,2024-11-20,41524,100906,859,2594,0.2226,0.1788,0.1292
2024-11-21,106,3,글래디에이터 Ⅱ,2024-11-13,26090,585517,824,2094,0.1398,0.1444,0.1239
2024-11-21,106,4,청설,2024-11-06,17337,611877,704,1606,0.0929,0.1107,0.1059
2024-11-21,106,5,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,4361,15815,159,250,0.0234,0.0172,0.0239
2024-11-21,106,6,베놈: 라스트 댄스,2024-10-23,3454,1731262,324,409,0.0185,0.0282,0.0487
2024-11-21,106,7,사흘,2024-11-14,3194,180766,406,523,0.0171,0.0361,0.0611
2024-11-21,106,8,아마존 활명수,2024-10-30,2955,593361,119,135,0.0158,0.0093,0.0179
2024-11-21,106,9,대가족,2024-12-11,2524,3345,12,16,0.0135,0.0011,0.0018
2024-11-21,106,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,1639,1187007,34,41,0.0088,0.0028,0.0051
2024-11-22,107,1,위키드,2024-11-20,90844,240423,1729,5555,0.3788,0.3627,0.2561
2024-11-22,107,2,히든페이스,2024-11-20,57320,158226,942,2914,0.239,0.1903,0.1396
2024-11-22,107,3,글래디에이터 Ⅱ,2024-11-13,31135,616652,834,2173,0.1298,0.1419,0.1236
2024-11-22,107,4,청설,2024-11-06,22045,633922,704,1661,0.0919,0.1084,0.1043
2024-11-22,107,5,베놈: 라스트 댄스,2024-10-23,4227,1735489,296,382,0.0176,0.0249,0.0439
2024-11-22,107,6,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,4184,19999,169,260,0.0174,0.017,0.025
2024-11-22,107,7,사흘,2024-11-14,4079,184845,409,530,0.017,0.0346,0.0606
2024-11-22,107,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,2329,1189336,44,59,0.0097,0.0039,0.0065
2024-11-22,107,9,아마존 활명수,2024-10-30,2224,595585,99,114,0.0093,0.0074,0.0147
2024-11-22,107,10,캐롤,2016-02-04,1614,361321,62,73,0.0067,0.0048,0.0092
2024-11-23,108,1,위키드,2024-11-20,214829,455252,1803,6325,0.4536,0.3789,0.2512
2024-11-23,108,2,히든페이스,2024-11-20,103285,261511,1072,3253,0.2181,0.1948,0.1494
2024-11-23,108,3,글래디에이터 Ⅱ,2024-11-13,59066,675718,832,2203,0.1247,0.132,0.1159
2024-11-23,108,4,청설,2024-11-06,36309,670231,694,1652,0.0767,0.099,0.0967
2024-11-23,108,5,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,14610,34609,177,294,0.0308,0.0176,0.0247
2024-11-23,108,6,베놈: 라스트 댄스,2024-10-23,6583,1742072,285,356,0.0139,0.0213,0.0397
2024-11-23,108,7,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,6001,1195337,94,143,0.0127,0.0086,0.0131
2024-11-23,108,8,사흘,2024-11-14,5552,190397,366,459,0.0117,0.0275,0.051
2024-11-23,108,9,와일드 로봇,2024-10-01,2614,676172,124,151,0.0055,0.009,0.0173
2024-11-23,108,10,데드라인,2024-11-06,1181,40209,33,43,0.0025,0.0026,0.0046
2024-11-24,109,1,위키드,2024-11-20,195001,650253,1801,6057,0.4538,0.3753,0.2547
2024-11-24,109,2,히든페이스,2024-11-20,92943,354454,1062,3205,0.2163,0.1986,0.1502
2024-11-24,109,3,글래디에이터 Ⅱ,2024-11-13,52549,728267,825,2146,0.1223,0.133,0.1167
2024-11-24,109,4,청설,2024-11-06,33083,703314,701,1598,0.077,0.099,0.0991
2024-11-24,109,5,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,9958,44567,166,275,0.0232,0.017,0.0235
2024-11-24,109,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,7769,1203106,100,150,0.0181,0.0093,0.0141
2024-11-24,109,7,베놈: 라스트 댄스,2024-10-23,6457,1748529,284,354,0.015,0.0219,0.0402
2024-11-24,109,8,사흘,2024-11-14,4331,194728,328,400,0.0101,0.0248,0.0464
2024-11-24,109,9,와일드 로봇,2024-10-01,2937,679109,125,149,0.0068,0.0092,0.0177
2024-11-24,109,10,저니 투 베들레헴,2024-11-20,2025,5215,72,74,0.0047,0.0046,0.0102
2024-11-25,110,1,위키드,2024-11-20,54902,705155,1617,5023,0.3683,0.3616,0.2642
2024-11-25,110,2,히든페이스,2024-11-20,40003,394457,913,2977,0.2684,0.2143,0.1492
2024-11-25,110,3,글래디에이터 Ⅱ,2024-11-13,17130,745397,753,1926,0.1149,0.1386,0.123
2024-11-25,110,4,청설,2024-11-06,11744,715058,639,1415,0.0788,0.1019,0.1044
2024-11-25,110,5,소방관,2024-12-04,2748,2962,12,14,0.0184,0.001,0.002
2024-11-25,110,6,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,2585,47152,159,242,0.0173,0.0174,0.026
2024-11-25,110,7,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,2290,1205396,98,148,0.0154,0.0107,0.016
2024-11-25,110,8,베놈: 라스트 댄스,2024-10-23,2192,1750721,260,305,0.0147,0.022,0.0425
2024-11-25,110,9,사흘,2024-11-14,1454,196182,276,327,0.0098,0.0235,0.0451
2024-11-25,110,10,아마존 활명수,2024-10-30,1080,598192,62,67,0.0072,0.0048,0.0101
2024-11-26,111,1,위키드,2024-11-20,52670,757825,1623,5020,0.3419,0.3586,0.2615
2024-11-26,111,2,히든페이스,2024-11-20,41359,435816,928,3020,0.2685,0.2157,0.1495
2024-11-26,111,3,글래디에이터 Ⅱ,2024-11-13,19222,764619,780,1966,0.1248,0.1404,0.1257
2024-11-26,111,4,청설,2024-11-06,12857,727915,646,1412,0.0835,0.1009,0.1041
2024-11-26,111,5,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,3434,50586,153,248,0.0223,0.0177,0.0247
2024-11-26,111,6,베놈: 라스트 댄스,2024-10-23,2470,1753191,262,320,0.016,0.0229,0.0422
2024-11-26,111,7,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,2426,1207822,95,147,0.0157,0.0105,0.0153
2024-11-26,111,8,아마존 활명수,2024-10-30,1788,599980,77,85,0.0116,0.0061,0.0124
2024-11-26,111,9,사흘,2024-11-14,1783,197965,269,311,0.0116,0.0222,0.0433
2024-11-26,111,10,모아나 2,2024-11-27,848,848,3,3,0.0055,0.0002,0.0005
2024-11-27,112,1,모아나 2,2024-11-27,196876,197724,1779,7256,0.5431,0.4424,0.2702
2024-11-27,112,2,위키드,2024-11-20,62302,820127,1179,3034,0.1719,0.185,0.1791
2024-11-27,112,3,히든페이스,2024-11-20,45483,481299,902,2374,0.1255,0.1448,0.137
2024-11-27,112,4,글래디에이터 Ⅱ,2024-11-13,20367,784986,681,1122,0.0562,0.0684,0.1034
2024-11-27,112,5,청설,2024-11-06,8791,736706,473,680,0.0243,0.0415,0.0719
2024-11-27,112,6,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,2049,52635,96,151,0.0057,0.0092,0.0146
2024-11-27,112,7,대가족,2024-12-11,1893,5593,11,11,0.0052,0.0007,0.0017
2024-11-27,112,8,백현: 론스달라이트 닷 인 시네마,2024-11-27,1771,1771,77,145,0.0049,0.0088,0.0117
2024-11-27,112,9,여름날의 레몬그라스,2024-11-27,1668,1794,72,94,0.0046,0.0057,0.0109
2024-11-27,112,10,에드워드 호퍼,2024-11-27,1422,1943,111,137,0.0039,0.0084,0.0169
2024-11-28,113,1,모아나 2,2024-11-27,99638,297362,1631,6836,0.4384,0.4265,0.2556
2024-11-28,113,2,위키드,2024-11-20,41001,861128,1126,2997,0.1804,0.187,0.1764
2024-11-28,113,3,히든페이스,2024-11-20,35130,516429,886,2454,0.1546,0.1531,0.1388
2024-11-28,113,4,글래디에이터 Ⅱ,2024-11-13,13494,798480,635,1087,0.0594,0.0678,0.0995
2024-11-28,113,5,청설,2024-11-06,6487,743193,455,626,0.0285,0.0391,0.0713
2024-11-28,113,6,1승,2024-12-04,5050,5290,20,24,0.0222,0.0015,0.0031
2024-11-28,113,7,소방관,2024-12-04,4011,6973,22,22,0.0176,0.0014,0.0034
2024-11-28,113,8,나 혼자만 레벨업 -리어웨이크닝-,2024-11-28,1955,1955,100,194,0.0086,0.0121,0.0157
2024-11-28,113,9,아마존 활명수,2024-10-30,1354,602478,29,29,0.006,0.0018,0.0045
2024-11-28,113,10,여름날의 레몬그라스,2024-11-27,1256,3050,66,86,0.0055,0.0054,0.0103
2024-11-29,114,1,모아나 2,2024-11-27,143828,441190,1728,7394,0.4624,0.4346,0.2628
2024-11-29,114,2,위키드,2024-11-20,64076,925204,1175,3228,0.206,0.1897,0.1787
2024-11-29,114,3,히든페이스,2024-11-20,48809,565238,928,2634,0.1569,0.1548,0.1411
2024-11-29,114,4,글래디에이터 Ⅱ,2024-11-13,16536,815016,656,1110,0.0532,0.0652,0.0998
2024-11-29,114,5,청설,2024-11-06,7615,750808,462,661,0.0245,0.0388,0.0703
2024-11-29,114,6,1승,2024-12-04,7123,12413,30,30,0.0229,0.0018,0.0046
2024-11-29,114,7,아마존 활명수,2024-10-30,1396,603874,24,26,0.0045,0.0015,0.0037
2024-11-29,114,8,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,1231,54917,82,114,0.004,0.0067,0.0125
2024-11-29,114,9,괴물,2023-11-29,1024,564291,16,18,0.0033,0.0011,0.0024
2024-11-29,114,10,베놈: 라스트 댄스,2024-10-23,913,1756101,102,109,0.0029,0.0064,0.0155
2024-11-30,115,1,모아나 2,2024-11-27,490096,931286,1974,9352,0.6098,0.4996,0.2927
2024-11-30,115,2,위키드,2024-11-20,146329,1071533,1161,3237,0.1821,0.1729,0.1722
2024-11-30,115,3,히든페이스,2024-11-20,88125,653363,899,2596,0.1096,0.1387,0.1333
2024-11-30,115,4,글래디에이터 Ⅱ,2024-11-13,26948,841964,625,967,0.0335,0.0517,0.0927
2024-11-30,115,5,청설,2024-11-06,14404,765212,416,594,0.0179,0.0317,0.0617
2024-11-30,115,6,대가족,2024-12-11,6090,13147,32,34,0.0076,0.0018,0.0047
2024-11-30,115,7,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,3813,58730,90,108,0.0047,0.0058,0.0133
2024-11-30,115,8,1승,2024-12-04,2314,14727,11,18,0.0029,0.001,0.0016
2024-11-30,115,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,1578,1212325,64,84,0.002,0.0045,0.0095
2024-11-30,115,10,나 혼자만 레벨업 -리어웨이크닝-,2024-11-28,1522,4378,91,136,0.0019,0.0073,0.0135
2024-11-30,115,10,베놈: 라스트 댄스,2024-10-23,1522,1757623,93,100,0.0019,0.0053,0.0138
2024-12-01,116,1,모아나 2,2024-11-27,437075,1368361,1985,9068,0.6294,0.5032,0.301
2024-12-01,116,2,위키드,2024-11-20,124144,1195677,1151,3150,0.1788,0.1748,0.1745
2024-12-01,116,3,히든페이스,2024-11-20,72154,725517,890,2475,0.1039,0.1374,0.135
2024-12-01,116,4,글래디에이터 Ⅱ,2024-11-13,20279,862243,609,934,0.0292,0.0518,0.0923
2024-12-01,116,5,청설,2024-11-06,12603,777815,395,548,0.0181,0.0304,0.0599
2024-12-01,116,6,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,2510,61240,82,99,0.0036,0.0055,0.0124
2024-12-01,116,7,백현: 론스달라이트 닷 인 시네마,2024-11-27,2345,5987,63,92,0.0034,0.0051,0.0096
2024-12-01,116,8,저니 투 베들레헴,2024-11-20,2207,10194,36,36,0.0032,0.002,0.0055
2024-12-01,116,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,1797,1214122,68,88,0.0026,0.0049,0.0103
2024-12-01,116,10,1승,2024-12-04,1749,16476,13,20,0.0025,0.0011,0.002
2024-12-02,117,1,모아나 2,2024-11-27,61789,1430150,1504,6006,0.4025,0.4039,0.2563
2024-12-02,117,2,위키드,2024-11-20,35021,1230698,1073,2923,0.2281,0.1966,0.1829
2024-12-02,117,3,히든페이스,2024-11-20,27993,753510,850,2639,0.1823,0.1775,0.1449
2024-12-02,117,4,글래디에이터 Ⅱ,2024-11-13,7929,870172,595,1035,0.0516,0.0696,0.1014
2024-12-02,117,5,청설,2024-11-06,5011,782826,427,576,0.0326,0.0387,0.0728
2024-12-02,117,6,대가족,2024-12-11,2594,15741,11,11,0.0169,0.0007,0.0019
2024-12-02,117,7,베놈: 라스트 댄스,2024-10-23,1075,1759962,85,89,0.007,0.006,0.0145
2024-12-02,117,8,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,803,62043,79,107,0.0052,0.0072,0.0135
2024-12-02,117,9,에드워드 호퍼,2024-11-27,634,6323,80,103,0.0041,0.0069,0.0136
2024-12-02,117,10,나 혼자만 레벨업 -리어웨이크닝-,2024-11-28,561,6125,91,126,0.0037,0.0085,0.0155
2024-12-03,118,1,모아나 2,2024-11-27,59422,1489572,1535,5877,0.3852,0.3962,0.2559
2024-12-03,118,2,위키드,2024-11-20,33943,1264641,1102,2947,0.22,0.1987,0.1837
2024-12-03,118,3,히든페이스,2024-11-20,27777,781287,877,2666,0.1801,0.1797,0.1462
2024-12-03,118,4,글래디에이터 Ⅱ,2024-11-13,7808,877980,604,1042,0.0506,0.0702,0.1007
2024-12-03,118,5,청설,2024-11-06,3856,786682,417,573,0.025,0.0386,0.0695
2024-12-03,118,6,소방관,2024-12-04,3524,10877,15,15,0.0228,0.001,0.0025
2024-12-03,118,7,여름날의 레몬그라스,2024-11-27,1629,7459,64,89,0.0106,0.006,0.0107
2024-12-03,118,8,에드워드 호퍼,2024-11-27,988,7311,94,116,0.0064,0.0078,0.0157
2024-12-03,118,9,대가족,2024-12-11,945,16686,7,7,0.0061,0.0005,0.0012
2024-12-03,118,10,애시드 레인: 죽음의 비,2024-11-27,849,3915,35,41,0.0055,0.0028,0.0058
2024-12-04,119,1,소방관,2024-12-04,81673,92550,983,3335,0.3027,0.2029,0.1489
2024-12-04,119,2,모아나 2,2024-11-27,55981,1545553,1171,3846,0.2075,0.2339,0.1773
2024-12-04,119,3,1승,2024-12-04,46362,63359,995,3227,0.1718,0.1963,0.1507
2024-12-04,119,4,위키드,2024-11-20,24845,1289486,853,1861,0.0921,0.1132,0.1292
2024-12-04,119,5,히든페이스,2024-11-20,18460,799747,730,1769,0.0684,0.1076,0.1106
2024-12-04,119,6,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",2024-12-04,12232,12232,62,178,0.0453,0.0108,0.0094
2024-12-04,119,7,대가족,2024-12-11,3187,19873,20,20,0.0118,0.0012,0.003
2024-12-04,119,8,글래디에이터 Ⅱ,2024-11-13,3161,881141,301,374,0.0117,0.0227,0.0456
2024-12-04,119,9,원정빌라,2024-12-04,2421,2860,164,277,0.009,0.0168,0.0248
2024-12-04,119,10,포레스트 검프,1994-10-15,1806,17490,97,142,0.0067,0.0086,0.0147
2024-12-05,120,1,소방관,2024-12-04,82308,174858,1036,3435,0.3545,0.2102,0.1558
2024-12-05,120,2,모아나 2,2024-11-27,49224,1594777,1173,3788,0.212,0.2318,0.1764
2024-12-05,120,3,1승,2024-12-04,29099,92458,978,3036,0.1253,0.1858,0.1471
2024-12-05,120,4,위키드,2024-11-20,24470,1313956,864,1897,0.1054,0.1161,0.1299
2024-12-05,120,5,히든페이스,2024-11-20,17860,817607,717,1763,0.0769,0.1079,0.1078
2024-12-05,120,6,글래디에이터 Ⅱ,2024-11-13,3270,884411,301,373,0.0141,0.0228,0.0453
2024-12-05,120,7,대가족,2024-12-11,2918,22791,14,14,0.0126,0.0009,0.0021
2024-12-05,120,8,"알엠: 라이트 피플, 롱 플레이스",2024-12-05,2147,2289,56,116,0.0092,0.0071,0.0084
2024-12-05,120,9,투모로우바이투게더 : 하이퍼포커스 인 시네마,2024-12-04,2039,3216,70,125,0.0088,0.0077,0.0105
2024-12-05,120,10,청설,2024-11-06,1948,789588,132,150,0.0084,0.0092,0.0199
2024-12-06,121,1,소방관,2024-12-04,112028,286886,1188,3916,0.3622,0.2282,0.175
2024-12-06,121,2,모아나 2,2024-11-27,83346,1678123,1255,4261,0.2695,0.2483,0.1848
2024-12-06,121,3,위키드,2024-11-20,36514,1350470,870,2008,0.1181,0.117,0.1281
2024-12-06,121,4,1승,2024-12-04,27637,120095,876,2830,0.0894,0.1649,0.129
2024-12-06,121,5,히든페이스,2024-11-20,23889,841496,745,1804,0.0772,0.1051,0.1097
2024-12-06,121,6,글래디에이터 Ⅱ,2024-11-13,3757,888168,306,375,0.0121,0.0219,0.0451
2024-12-06,121,7,원정빌라,2024-12-04,2215,6614,156,243,0.0072,0.0142,0.023
2024-12-06,121,8,대가족,2024-12-11,1592,24383,11,11,0.0051,0.0006,0.0016
2024-12-06,121,9,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",2024-12-04,1564,15429,57,149,0.0051,0.0087,0.0084
2024-12-06,121,10,청설,2024-11-06,1462,791050,130,142,0.0047,0.0083,0.0191
2024-12-07,122,1,모아나 2,2024-11-27,275074,1953197,1696,6780,0.4041,0.3555,0.2338
2024-12-07,122,2,소방관,2024-12-04,218560,505446,1377,4251,0.3211,0.2229,0.1898
2024-12-07,122,3,위키드,2024-11-20,77664,1428134,933,2106,0.1141,0.1104,0.1286
2024-12-07,122,4,1승,2024-12-04,37915,158010,812,2378,0.0557,0.1247,0.1119
2024-12-07,122,5,히든페이스,2024-11-20,34662,876158,706,1421,0.0509,0.0745,0.0973
2024-12-07,122,6,글래디에이터 Ⅱ,2024-11-13,4442,892610,225,260,0.0065,0.0136,0.031
2024-12-07,122,7,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",2024-12-04,3032,18461,58,158,0.0045,0.0083,0.008
2024-12-07,122,8,원정빌라,2024-12-04,2490,9104,145,193,0.0037,0.0101,0.02
2024-12-07,122,9,포레스트 검프,1994-10-15,1771,21823,93,118,0.0026,0.0062,0.0128
2024-12-07,122,10,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,1752,66726,35,42,0.0026,0.0022,0.0048
2024-12-08,123,1,모아나 2,2024-11-27,251924,2205121,1657,6455,0.3875,0.3488,0.2313
2024-12-08,123,2,소방관,2024-12-04,238689,744135,1414,4357,0.3671,0.2354,0.1974
2024-12-08,123,3,위키드,2024-11-20,69881,1498015,932,2056,0.1075,0.1111,0.1301
2024-12-08,123,4,1승,2024-12-04,33887,191897,801,2223,0.0521,0.1201,0.1118
2024-12-08,123,5,히든페이스,2024-11-20,28350,904508,673,1366,0.0436,0.0738,0.0939
2024-12-08,123,6,글래디에이터 Ⅱ,2024-11-13,4482,897092,210,247,0.0069,0.0133,0.0293
2024-12-08,123,7,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",2024-12-04,1936,20397,54,140,0.003,0.0076,0.0075
2024-12-08,123,8,원정빌라,2024-12-04,1750,10854,134,178,0.0027,0.0096,0.0187
2024-12-08,123,9,청설,2024-11-06,1497,794183,92,109,0.0023,0.0059,0.0128
2024-12-08,123,10,포레스트 검프,1994-10-15,1253,23076,93,122,0.0019,0.0066,0.013
2024-12-09,124,1,소방관,2024-12-04,89397,833532,1183,4193,0.4872,0.2778,0.193
2024-12-09,124,2,모아나 2,2024-11-27,35269,2240390,1078,3421,0.1922,0.2266,0.1758
2024-12-09,124,3,위키드,2024-11-20,21094,1519109,863,1893,0.1149,0.1254,0.1408
2024-12-09,124,4,1승,2024-12-04,12337,204234,747,2044,0.0672,0.1354,0.1218
2024-12-09,124,5,히든페이스,2024-11-20,11346,915854,672,1596,0.0618,0.1057,0.1096
2024-12-09,124,6,글래디에이터 Ⅱ,2024-11-13,2033,899125,265,327,0.0111,0.0217,0.0432
2024-12-09,124,7,대가족,2024-12-11,1287,28436,6,6,0.007,0.0004,0.001
2024-12-09,124,8,여름날의 레몬그라스,2024-11-27,1170,12162,32,43,0.0064,0.0028,0.0052
2024-12-09,124,9,청설,2024-11-06,952,795135,122,132,0.0052,0.0087,0.0199
2024-12-09,124,10,원정빌라,2024-12-04,854,11708,138,203,0.0047,0.0134,0.0225
2024-12-10,125,1,소방관,2024-12-04,86228,919760,1303,4390,0.4593,0.286,0.2036
2024-12-10,125,2,모아나 2,2024-11-27,37586,2277976,1085,3359,0.2002,0.2188,0.1695
2024-12-10,125,3,위키드,2024-11-20,19106,1538215,845,1853,0.1018,0.1207,0.132
2024-12-10,125,4,1승,2024-12-04,16946,221180,763,2035,0.0903,0.1326,0.1192
2024-12-10,125,5,히든페이스,2024-11-20,10426,926280,685,1591,0.0555,0.1037,0.107
2024-12-10,125,6,원정빌라,2024-12-04,2471,14179,151,228,0.0132,0.0149,0.0236
2024-12-10,125,7,글래디에이터 Ⅱ,2024-11-13,2208,901333,269,329,0.0118,0.0214,0.042
2024-12-10,125,8,대가족,2024-12-11,1388,29824,8,8,0.0074,0.0005,0.0013
2024-12-10,125,9,티처스 라운지,2023-12-27,849,6283,7,9,0.0045,0.0006,0.0011
2024-12-10,125,10,포레스트 검프,1994-10-15,771,24551,95,138,0.0041,0.009,0.0148
2024-12-11,126,1,소방관,2024-12-04,96379,1016139,1435,4790,0.357,0.2897,0.1964
2024-12-11,126,2,모아나 2,2024-11-27,40292,2318268,861,2383,0.1493,0.1441,0.1178
2024-12-11,126,3,대가족,2024-12-11,35078,64902,939,3076,0.13,0.186,0.1285
2024-12-11,126,4,위키드,2024-11-20,18685,1556900,671,1253,0.0692,0.0758,0.0918
2024-12-11,126,5,서브스턴스,2024-12-11,9911,13321,372,549,0.0367,0.0332,0.0509
2024-12-11,126,6,극장판 주술회전 0,2022-02-17,8245,673247,190,387,0.0305,0.0234,0.026
2024-12-11,126,7,1승,2024-12-04,7853,229033,621,975,0.0291,0.059,0.085
2024-12-11,126,8,히든페이스,2024-11-20,6990,933270,538,874,0.0259,0.0529,0.0736
2024-12-11,126,9,더 크로우,2024-12-11,5233,5423,200,329,0.0194,0.0199,0.0274
2024-12-11,126,10,인터스텔라,2014-11-06,4762,10347285,25,53,0.0176,0.0032,0.0034
2024-12-12,127,1,소방관,2024-12-04,91615,1107754,1468,4973,0.3825,0.304,0.1992
2024-12-12,127,2,모아나 2,2024-11-27,38168,2356436,870,2351,0.1593,0.1437,0.1181
2024-12-12,127,3,대가족,2024-12-11,23603,88505,887,2745,0.0985,0.1678,0.1204
2024-12-12,127,4,위키드,2024-11-20,18603,1575503,683,1279,0.0777,0.0782,0.0927
2024-12-12,127,5,1승,2024-12-04,10041,239074,624,1003,0.0419,0.0613,0.0847
2024-12-12,127,6,서브스턴스,2024-12-11,8120,21441,355,519,0.0339,0.0317,0.0482
2024-12-12,127,7,히든페이스,2024-11-20,6894,940164,553,892,0.0288,0.0545,0.075
2024-12-12,127,8,퍼스트레이디,2024-12-12,4822,7048,54,74,0.0201,0.0045,0.0073
2024-12-12,127,9,극장판 블루 록 -에피소드 나기-,2024-08-21,3631,100110,22,22,0.0152,0.0013,0.003
2024-12-12,127,10,인터스텔라,2014-11-06,3543,10350828,25,61,0.0148,0.0037,0.0034
2024-12-13,128,1,소방관,2024-12-04,138829,1246583,1593,5646,0.4083,0.3236,0.2069
2024-12-13,128,2,모아나 2,2024-11-27,64229,2420665,980,2698,0.1889,0.1546,0.1273
2024-12-13,128,3,위키드,2024-11-20,29289,1604792,736,1390,0.0861,0.0797,0.0956
2024-12-13,128,4,1승,2024-12-04,26173,265247,686,1051,0.077,0.0602,0.0891
2024-12-13,128,5,대가족,2024-12-11,23909,112414,889,2732,0.0703,0.1566,0.1155
2024-12-13,128,6,히든페이스,2024-11-20,9504,949668,588,912,0.0279,0.0523,0.0764
2024-12-13,128,7,서브스턴스,2024-12-11,9096,30537,349,521,0.0267,0.0299,0.0453
2024-12-13,128,8,퍼스트레이디,2024-12-12,5934,12982,59,106,0.0175,0.0061,0.0077
2024-12-13,128,9,인터스텔라,2014-11-06,4901,10355729,26,63,0.0144,0.0036,0.0034
2024-12-13,128,10,극장판 주술회전 0,2022-02-17,3679,680378,190,322,0.0108,0.0185,0.0247
2024-12-14,129,1,소방관,2024-12-04,259958,1506541,1594,6570,0.429,0.3446,0.21
2024-12-14,129,2,모아나 2,2024-11-27,167887,2588552,1334,4452,0.277,0.2335,0.1757
2024-12-14,129,3,위키드,2024-11-20,51534,1656326,731,1398,0.085,0.0733,0.0963
2024-12-14,129,4,대가족,2024-12-11,38808,151222,783,2376,0.064,0.1246,0.1031
2024-12-14,129,5,히든페이스,2024-11-20,13270,962938,490,715,0.0219,0.0375,0.0646
2024-12-14,129,6,서브스턴스,2024-12-11,12589,43126,352,494,0.0208,0.0259,0.0464
2024-12-14,129,7,1승,2024-12-04,8300,273547,510,714,0.0137,0.0374,0.0672
2024-12-14,129,8,퍼스트레이디,2024-12-12,7623,20605,75,162,0.0126,0.0085,0.0099
2024-12-14,129,9,극장판 주술회전 0,2022-02-17,7098,687476,193,288,0.0117,0.0151,0.0254
2024-12-14,129,10,인터스텔라,2014-11-06,7061,10362790,26,71,0.0117,0.0037,0.0034
2024-12-15,130,1,소방관,2024-12-04,258325,1764866,1561,6452,0.4357,0.3433,0.2057
2024-12-15,130,2,모아나 2,2024-11-27,157331,2745883,1321,4376,0.2653,0.2329,0.1741
2024-12-15,130,3,위키드,2024-11-20,50699,1707025,733,1413,0.0855,0.0752,0.0966
2024-12-15,130,4,대가족,2024-12-11,38236,189458,777,2244,0.0645,0.1194,0.1024
2024-12-15,130,5,퍼스트레이디,2024-12-12,12540,33145,100,206,0.0211,0.011,0.0132
2024-12-15,130,6,서브스턴스,2024-12-11,12234,55360,352,499,0.0206,0.0266,0.0464
2024-12-15,130,7,히든페이스,2024-11-20,11212,974150,488,696,0.0189,0.037,0.0643
2024-12-15,130,8,1승,2024-12-04,8443,281990,505,723,0.0142,0.0385,0.0666
2024-12-15,130,9,인터스텔라,2014-11-06,7604,10370394,26,66,0.0128,0.0035,0.0034
2024-12-15,130,10,극장판 주술회전 0,2022-02-17,6802,694278,196,293,0.0115,0.0156,0.0258
2024-12-16,131,1,소방관,2024-12-04,80049,1844915,1360,5593,0.4321,0.357,0.2028
