date,day,rank,title,open,adm,cum,screens,shows,adm_share,show_share,screen_share
2024-09-02,26,2,파일럿,2024-07-31,14134,4522973,776,2279,0.1497,0.1603,0.1107
2024-09-02,26,3,임영웅│아임 히어로 더 스타디움,2024-08-28,11488,172909,203,863,0.1217,0.0607,0.029
2024-09-02,26,4,소년시절의 너,2020-07-09,7224,162944,410,757,0.0765,0.0532,0.0585
2024-09-02,26,5,빅토리,2024-08-14,5437,384303,519,843,0.0576,0.0593,0.074
2024-09-02,26,6,늘봄가든,2024-08-21,5307,335429,535,1028,0.0562,0.0723,0.0763
2024-09-02,26,7,트위스터스,2024-08-14,4887,562083,474,842,0.0518,0.0592,0.0676
2024-09-02,26,8,행복의 나라,2024-08-14,3068,693256,500,781,0.0325,0.0549,0.0713
2024-09-02,26,9,한국이 싫어서,2024-08-28,2413,43138,451,741,0.0256,0.0521,0.0643
2024-09-02,26,10,"안녕, 할부지",2024-09-04,2217,6164,10,10,0.0235,0.0007,0.0014
2024-09-03,27,1,에이리언: 로물루스,2024-08-14,19788,1678690,925,3111,0.2059,0.2227,0.1316
2024-09-03,27,2,파일럿,2024-07-31,12609,4535582,765,2222,0.1312,0.1591,0.1089
2024-09-03,27,3,임영웅│아임 히어로 더 스타디움,2024-08-28,12035,184944,203,870,0.1252,0.0623,0.0289
2024-09-03,27,4,빅토리,2024-08-14,10202,394505,541,856,0.1061,0.0613,0.077
2024-09-03,27,5,소년시절의 너,2020-07-09,6929,169873,417,759,0.0721,0.0543,0.0593
2024-09-03,27,6,늘봄가든,2024-08-21,4825,340254,545,1000,0.0502,0.0716,0.0776
2024-09-03,27,7,트위스터스,2024-08-14,4632,566715,470,825,0.0482,0.0591,0.0669
2024-09-03,27,8,행복의 나라,2024-08-14,3262,696518,495,768,0.0339,0.055,0.0704
2024-09-03,27,9,한국이 싫어서,2024-08-28,3160,46298,476,771,0.0329,0.0552,0.0677
2024-09-03,27,10,사랑의 하츄핑,2024-08-07,2579,889588,315,388,0.0268,0.0278,0.0448
2024-09-04,28,1,"안녕, 할부지",2024-09-04,39555,45719,1021,3251,0.2523,0.2015,0.1365
2024-09-04,28,2,비틀쥬스 비틀쥬스,2024-09-04,21784,22162,787,2509,0.1389,0.1555,0.1052
2024-09-04,28,3,에이리언: 로물루스,2024-08-14,18780,1697470,787,2554,0.1198,0.1583,0.1052
2024-09-04,28,4,파일럿,2024-07-31,11673,4547255,682,1690,0.0745,0.1047,0.0912
2024-09-04,28,5,임영웅│아임 히어로 더 스타디움,2024-08-28,11163,196107,187,679,0.0712,0.0421,0.025
2024-09-04,28,6,소년시절의 너,2020-07-09,6454,176327,371,626,0.0412,0.0388,0.0496
2024-09-04,28,7,트위스터스,2024-08-14,5638,572353,368,663,0.036,0.0411,0.0492
2024-09-04,28,8,레드불 T1 다큐멘터리 : 함께 날아오르다,2024-09-04,5022,5022,46,87,0.032,0.0054,0.0062
2024-09-04,28,9,빅토리,2024-08-14,4766,399271,397,549,0.0304,0.034,0.0531
2024-09-04,28,10,늘봄가든,2024-08-21,3705,343959,400,612,0.0236,0.0379,0.0535
2024-09-05,29,1,"안녕, 할부지",2024-09-04,16698,62417,906,2723,0.1298,0.1733,0.1199
2024-09-05,29,2,룩백,2024-09-05,16206,23322,184,916,0.126,0.0583,0.0243
2024-09-05,29,3,에이리언: 로물루스,2024-08-14,15652,1713122,764,2410,0.1217,0.1534,0.1011
2024-09-05,29,4,비틀쥬스 비틀쥬스,2024-09-04,10693,32855,740,1977,0.0831,0.1258,0.0979
2024-09-05,29,5,파일럿,2024-07-31,10307,4557562,688,1589,0.0801,0.1011,0.091
2024-09-05,29,6,임영웅│아임 히어로 더 스타디움,2024-08-28,7812,203919,180,632,0.0607,0.0402,0.0238
2024-09-05,29,7,빅토리,2024-08-14,5839,405110,377,512,0.0454,0.0326,0.0499
2024-09-05,29,8,소년시절의 너,2020-07-09,5469,181796,358,569,0.0425,0.0362,0.0474
2024-09-05,29,9,트위스터스,2024-08-14,4737,577090,355,617,0.0368,0.0393,0.047
2024-09-05,29,10,코마다 위스키 패밀리,2024-09-05,3084,3390,150,237,0.024,0.0151,0.0198
2024-09-06,30,1,에이리언: 로물루스,2024-08-14,22830,1735952,820,2727,0.1622,0.1661,0.1053
2024-09-06,30,2,"안녕, 할부지",2024-09-04,17685,80102,878,2810,0.1256,0.1711,0.1128
2024-09-06,30,3,룩백,2024-09-05,12779,36101,188,922,0.0908,0.0561,0.0242
2024-09-06,30,4,파일럿,2024-07-31,12753,4570315,719,1698,0.0906,0.1034,0.0924
2024-09-06,30,5,비틀쥬스 비틀쥬스,2024-09-04,11719,44574,747,1964,0.0833,0.1196,0.096
2024-09-06,30,6,빅토리,2024-08-14,7432,412542,404,548,0.0528,0.0334,0.0519
2024-09-06,30,7,트위스터스,2024-08-14,6922,584012,371,664,0.0492,0.0404,0.0477
2024-09-06,30,8,소년시절의 너,2020-07-09,6845,188641,373,600,0.0486,0.0365,0.0479
2024-09-06,30,9,임영웅│아임 히어로 더 스타디움,2024-08-28,6631,210550,183,599,0.0471,0.0365,0.0235
2024-09-06,30,10,늘봄가든,2024-08-21,4956,351825,405,613,0.0352,0.0373,0.052
2024-09-07,31,1,에이리언: 로물루스,2024-08-14,52888,1788840,861,3039,0.1775,0.1575,0.099
2024-09-07,31,2,"안녕, 할부지",2024-09-04,39947,120049,863,3226,0.1341,0.1671,0.0992
2024-09-07,31,3,파일럿,2024-07-31,30541,4600856,761,1978,0.1025,0.1025,0.0875
2024-09-07,31,4,사랑의 하츄핑,2024-08-07,22295,920608,633,1166,0.0748,0.0604,0.0728
2024-09-07,31,5,비틀쥬스 비틀쥬스,2024-09-04,20828,65402,762,2033,0.0699,0.1053,0.0876
2024-09-07,31,6,룩백,2024-09-05,19840,55941,206,1030,0.0666,0.0534,0.0237
2024-09-07,31,7,임영웅│아임 히어로 더 스타디움,2024-08-28,14869,225419,184,646,0.0499,0.0335,0.0211
2024-09-07,31,8,트위스터스,2024-08-14,13223,597235,392,698,0.0444,0.0362,0.0451
2024-09-07,31,9,소년시절의 너,2020-07-09,13167,201808,398,644,0.0442,0.0334,0.0457
2024-09-07,31,10,빅토리,2024-08-14,10892,423434,401,577,0.0366,0.0299,0.0461
2024-09-08,32,1,에이리언: 로물루스,2024-08-14,43645,1832485,824,2907,0.1705,0.1585,0.0975
2024-09-08,32,2,"안녕, 할부지",2024-09-04,31160,151209,849,2950,0.1218,0.1608,0.1005
2024-09-08,32,3,파일럿,2024-07-31,27457,4628313,724,1906,0.1073,0.1039,0.0857
2024-09-08,32,4,사랑의 하츄핑,2024-08-07,24767,945375,643,1180,0.0968,0.0643,0.0761
2024-09-08,32,5,룩백,2024-09-05,17291,73232,206,1003,0.0676,0.0547,0.0244
2024-09-08,32,6,비틀쥬스 비틀쥬스,2024-09-04,16921,82323,754,1891,0.0661,0.1031,0.0893
2024-09-08,32,7,소년시절의 너,2020-07-09,12922,214730,388,621,0.0505,0.0338,0.0459
2024-09-08,32,8,트위스터스,2024-08-14,11327,608562,375,650,0.0443,0.0354,0.0444
2024-09-08,32,9,빅토리,2024-08-14,9088,432522,401,560,0.0355,0.0305,0.0475
2024-09-08,32,10,늘봄가든,2024-08-21,8806,370853,433,683,0.0344,0.0372,0.0513
2024-09-09,33,1,에이리언: 로물루스,2024-08-14,13306,1845791,739,2333,0.1656,0.1713,0.1098
2024-09-09,33,2,파일럿,2024-07-31,8739,4637052,615,1488,0.1088,0.1092,0.0914
2024-09-09,33,3,"안녕, 할부지",2024-09-04,7255,158464,693,2048,0.0903,0.1503,0.103
2024-09-09,33,4,룩백,2024-09-05,6712,79944,179,864,0.0835,0.0634,0.0266
2024-09-09,33,5,빅토리,2024-08-14,6460,438982,397,556,0.0804,0.0408,0.059
2024-09-09,33,6,소년시절의 너,2020-07-09,5638,220368,384,638,0.0702,0.0468,0.0571
2024-09-09,33,7,비틀쥬스 비틀쥬스,2024-09-04,5343,87666,632,1433,0.0665,0.1052,0.0939
2024-09-09,33,8,임영웅│아임 히어로 더 스타디움,2024-08-28,3631,237837,171,530,0.0452,0.0389,0.0254
2024-09-09,33,9,트위스터스,2024-08-14,3165,611727,349,605,0.0394,0.0444,0.0519
2024-09-09,33,10,베테랑2,2024-09-13,2474,2764,7,8,0.0308,0.0006,0.001
2024-09-10,34,1,빅토리,2024-08-14,13189,452171,444,623,0.1599,0.0466,0.0654
2024-09-10,34,2,에이리언: 로물루스,2024-08-14,10640,1856431,749,2210,0.129,0.1652,0.1103
2024-09-10,34,3,파일럿,2024-07-31,8088,4645140,626,1437,0.098,0.1074,0.0922
2024-09-10,34,4,"안녕, 할부지",2024-09-04,7316,165780,701,1959,0.0887,0.1465,0.1032
2024-09-10,34,5,룩백,2024-09-05,6295,86239,189,870,0.0763,0.065,0.0278
2024-09-10,34,6,비틀쥬스 비틀쥬스,2024-09-04,5307,92973,624,1399,0.0643,0.1046,0.0919
2024-09-10,34,7,소년시절의 너,2020-07-09,4840,225208,378,620,0.0587,0.0464,0.0557
2024-09-10,34,8,임영웅│아임 히어로 더 스타디움,2024-08-28,4024,241861,178,563,0.0488,0.0421,0.0262
2024-09-10,34,9,트위스터스,2024-08-14,3598,615325,330,571,0.0436,0.0427,0.0486
2024-09-10,34,10,늘봄가든,2024-08-21,2038,375009,327,443,0.0247,0.0331,0.0482
2024-09-11,35,1,빅토리,2024-08-14,13602,465773,465,722,0.138,0.0524,0.0728
2024-09-11,35,2,에이리언: 로물루스,2024-08-14,11162,1867593,746,2239,0.1132,0.1624,0.1167
2024-09-11,35,3,파일럿,2024-07-31,8237,4653377,610,1519,0.0836,0.1102,0.0955
2024-09-11,35,4,"안녕, 할부지",2024-09-04,7421,173201,669,1868,0.0753,0.1355,0.1047
2024-09-11,35,5,스픽 노 이블,2024-09-11,7405,7571,552,1704,0.0751,0.1236,0.0864
2024-09-11,35,6,룩백,2024-09-05,6196,92435,181,814,0.0628,0.059,0.0283
2024-09-11,35,7,임영웅│아임 히어로 더 스타디움,2024-08-28,5417,247278,124,421,0.0549,0.0305,0.0194
2024-09-11,35,8,소년시절의 너,2020-07-09,5061,230269,365,650,0.0513,0.0471,0.0571
2024-09-11,35,9,비틀쥬스 비틀쥬스,2024-09-04,4154,97127,493,1000,0.0421,0.0725,0.0772
2024-09-11,35,10,베테랑2,2024-09-13,4043,6807,19,20,0.041,0.0015,0.003
2024-09-12,36,1,빅토리,2024-08-14,15048,480821,453,686,0.1402,0.0504,0.0698
2024-09-12,36,2,베테랑2,2024-09-13,11689,18496,61,65,0.1089,0.0048,0.0094
2024-09-12,36,3,에이리언: 로물루스,2024-08-14,10494,1878087,745,2233,0.0978,0.1641,0.1148
2024-09-12,36,4,룩백,2024-09-05,9165,101600,197,911,0.0854,0.067,0.0304
2024-09-12,36,5,파일럿,2024-07-31,7885,4661262,613,1511,0.0735,0.1111,0.0945
2024-09-12,36,6,"안녕, 할부지",2024-09-04,7512,180713,684,1722,0.07,0.1266,0.1054
2024-09-12,36,7,스픽 노 이블,2024-09-11,5627,13198,518,1513,0.0524,0.1112,0.0799
2024-09-12,36,8,소년시절의 너,2020-07-09,5453,235722,360,623,0.0508,0.0458,0.0555
2024-09-12,36,9,캐시 아웃,2024-09-12,4511,4984,185,314,0.042,0.0231,0.0285
2024-09-12,36,10,비틀쥬스 비틀쥬스,2024-09-04,3574,100701,492,951,0.0333,0.0699,0.0758
2024-09-13,37,1,베테랑2,2024-09-13,497498,515994,2682,13450,0.9003,0.7097,0.4081
2024-09-13,37,2,룩백,2024-09-05,7532,109132,216,534,0.0136,0.0282,0.0329
2024-09-13,37,3,에이리언: 로물루스,2024-08-14,6325,1884412,434,676,0.0114,0.0357,0.066
2024-09-13,37,4,"안녕, 할부지",2024-09-04,4392,185105,408,546,0.0079,0.0288,0.0621
2024-09-13,37,5,우리가 끝이야,2024-09-13,3566,3566,154,285,0.0065,0.015,0.0234
2024-09-13,37,6,스픽 노 이블,2024-09-11,3032,16230,441,658,0.0055,0.0347,0.0671
2024-09-13,37,7,빅토리,2024-08-14,2955,483776,129,140,0.0053,0.0074,0.0196
2024-09-13,37,8,소년시절의 너,2020-07-09,2466,238188,118,151,0.0045,0.008,0.018
2024-09-13,37,9,사랑의 하츄핑,2024-08-07,2456,953684,271,332,0.0044,0.0175,0.0412
2024-09-13,37,10,오지: 사라진 숲을 찾아서,2024-09-13,1968,2292,141,232,0.0036,0.0122,0.0215
2024-09-14,38,1,베테랑2,2024-09-13,755086,1271080,2668,13928,0.8431,0.6713,0.3643
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,2024-09-14,27048,44762,400,958,0.0302,0.0462,0.0546
2024-09-14,38,3,사랑의 하츄핑,2024-08-07,18727,972411,478,680,0.0209,0.0328,0.0653
2024-09-14,38,4,룩백,2024-09-05,14806,123938,225,533,0.0165,0.0257,0.0307
2024-09-14,38,5,에이리언: 로물루스,2024-08-14,12173,1896585,392,546,0.0136,0.0263,0.0535
2024-09-14,38,6,"안녕, 할부지",2024-09-04,7804,192909,366,465,0.0087,0.0224,0.05
2024-09-14,38,7,오지: 사라진 숲을 찾아서,2024-09-13,7436,9728,210,320,0.0083,0.0154,0.0287
2024-09-14,38,8,임영웅│아임 히어로 더 스타디움,2024-08-28,6640,259001,107,210,0.0074,0.0101,0.0146
2024-09-14,38,9,스픽 노 이블,2024-09-11,5666,21896,458,641,0.0063,0.0309,0.0625
2024-09-14,38,10,소년시절의 너,2020-07-09,4235,242423,109,145,0.0047,0.007,0.0149
2024-09-15,39,1,베테랑2,2024-09-13,824702,2095782,2691,13983,0.8559,0.6737,0.3662
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,2024-09-14,25735,70497,382,922,0.0267,0.0444,0.052
2024-09-15,39,3,사랑의 하츄핑,2024-08-07,21313,993724,496,697,0.0221,0.0336,0.0675
2024-09-15,39,4,에이리언: 로물루스,2024-08-14,14307,1910892,389,535,0.0148,0.0258,0.0529
2024-09-15,39,5,룩백,2024-09-05,11853,135791,223,544,0.0123,0.0262,0.0303
2024-09-15,39,6,오지: 사라진 숲을 찾아서,2024-09-13,8588,18316,214,332,0.0089,0.016,0.0291
2024-09-15,39,7,"안녕, 할부지",2024-09-04,8460,201369,388,486,0.0088,0.0234,0.0528
2024-09-15,39,8,스픽 노 이블,2024-09-11,5191,27087,455,617,0.0054,0.0297,0.0619
2024-09-15,39,9,소년시절의 너,2020-07-09,4332,246755,115,146,0.0045,0.007,0.0157
2024-09-15,39,10,파일럿,2024-07-31,4276,4670062,179,212,0.0044,0.0102,0.0244
2024-09-16,40,1,베테랑2,2024-09-13,764681,2860463,2685,14021,0.8593,0.6792,0.3714
2024-09-16,40,2,브레드이발소: 빵스타의 탄생,2024-09-14,20647,91144,367,877,0.0232,0.0425,0.0508
2024-09-16,40,3,사랑의 하츄핑,2024-08-07,20461,1014185,510,740,0.023,0.0358,0.0705
2024-09-16,40,4,에이리언: 로물루스,2024-08-14,15799,1926691,397,551,0.0178,0.0267,0.0549
2024-09-16,40,5,룩백,2024-09-05,9895,145686,218,548,0.0111,0.0265,0.0302
2024-09-16,40,6,"안녕, 할부지",2024-09-04,8225,209594,380,476,0.0092,0.0231,0.0526
2024-09-16,40,7,파일럿,2024-07-31,5544,4675606,187,221,0.0062,0.0107,0.0259
2024-09-16,40,8,오지: 사라진 숲을 찾아서,2024-09-13,5076,23392,201,315,0.0057,0.0153,0.0278
2024-09-16,40,9,임영웅│아임 히어로 더 스타디움,2024-08-28,4915,268047,106,212,0.0055,0.0103,0.0147
2024-09-16,40,10,스픽 노 이블,2024-09-11,4519,31606,424,567,0.0051,0.0275,0.0587
2024-09-17,41,1,베테랑2,2024-09-13,854175,3714638,2679,13968,0.8678,0.6809,0.3734
2024-09-17,41,2,사랑의 하츄핑,2024-08-07,20362,1034547,512,749,0.0207,0.0365,0.0714
2024-09-17,41,3,브레드이발소: 빵스타의 탄생,2024-09-14,19230,110374,344,831,0.0195,0.0405,0.048
2024-09-17,41,4,에이리언: 로물루스,2024-08-14,17233,1943924,406,563,0.0175,0.0274,0.0566
2024-09-17,41,5,룩백,2024-09-05,8843,154529,223,551,0.009,0.0269,0.0311
2024-09-17,41,6,"안녕, 할부지",2024-09-04,8273,217867,383,478,0.0084,0.0233,0.0534
2024-09-17,41,7,파일럿,2024-07-31,7763,4683369,190,239,0.0079,0.0117,0.0265
2024-09-17,41,8,임영웅│아임 히어로 더 스타디움,2024-08-28,6323,274370,112,214,0.0064,0.0104,0.0156
2024-09-17,41,9,스픽 노 이블,2024-09-11,5420,37026,421,556,0.0055,0.0271,0.0587
2024-09-17,41,10,오지: 사라진 숲을 찾아서,2024-09-13,5021,28413,197,304,0.0051,0.0148,0.0275
2024-09-18,42,1,베테랑2,2024-09-13,738619,4453257,2647,13139,0.7968,0.658,0.3607
2024-09-18,42,2,사랑의 하츄핑,2024-08-07,32769,1067316,495,712,0.0354,0.0357,0.0674
2024-09-18,42,3,브레드이발소: 빵스타의 탄생,2024-09-14,32232,142606,351,796,0.0348,0.0399,0.0478
2024-09-18,42,4,비긴 어게인,2014-08-13,19650,3502420,353,472,0.0212,0.0236,0.0481
2024-09-18,42,5,정국: 아이 엠 스틸,2024-09-18,11867,12114,94,380,0.0128,0.019,0.0128
2024-09-18,42,6,룩백,2024-09-05,11430,165959,231,504,0.0123,0.0252,0.0315
2024-09-18,42,7,에이리언: 로물루스,2024-08-14,10493,1954417,343,446,0.0113,0.0223,0.0467
2024-09-18,42,8,임영웅│아임 히어로 더 스타디움,2024-08-28,8853,283223,98,176,0.0096,0.0088,0.0134
2024-09-18,42,9,오지: 사라진 숲을 찾아서,2024-09-13,7067,35480,201,306,0.0076,0.0153,0.0274
2024-09-18,42,10,"안녕, 할부지",2024-09-04,6830,224697,274,335,0.0074,0.0168,0.0373
2024-09-19,43,1,베테랑2,2024-09-13,233283,4686540,2439,11377,0.8168,0.6536,0.3739
2024-09-19,43,2,룩백,2024-09-05,9428,175387,239,550,0.033,0.0316,0.0366
2024-09-19,43,3,비긴 어게인,2014-08-13,9048,3511468,403,673,0.0317,0.0387,0.0618
2024-09-19,43,4,에이리언: 로물루스,2024-08-14,4756,1959173,385,563,0.0167,0.0323,0.059
2024-09-19,43,5,정국: 아이 엠 스틸,2024-09-18,2997,15111,86,346,0.0105,0.0199,0.0132
2024-09-19,43,6,임영웅│아임 히어로 더 스타디움,2024-08-28,2886,286109,78,131,0.0101,0.0075,0.012
2024-09-19,43,7,소년시절의 너,2020-07-09,2307,261565,143,194,0.0081,0.0111,0.0219
2024-09-19,43,8,"안녕, 할부지",2024-09-04,2241,226938,273,331,0.0078,0.019,0.0418
2024-09-19,43,9,브레드이발소: 빵스타의 탄생,2024-09-14,1736,144342,203,294,0.0061,0.0169,0.0311
2024-09-19,43,10,사랑의 하츄핑,2024-08-07,1648,1068964,196,231,0.0058,0.0133,0.03
2024-09-20,44,1,베테랑2,2024-09-13,218067,4904607,2482,11776,0.7834,0.6541,0.3679
2024-09-20,44,2,비긴 어게인,2014-08-13,11295,3522763,425,702,0.0406,0.039,0.063
2024-09-20,44,3,룩백,2024-09-05,6170,181557,238,550,0.0222,0.0306,0.0353
2024-09-20,44,4,에이리언: 로물루스,2024-08-14,5441,1964614,400,598,0.0195,0.0332,0.0593
2024-09-20,44,5,임영웅│아임 히어로 더 스타디움,2024-08-28,3079,289188,101,154,0.0111,0.0086,0.015
2024-09-20,44,6,소년시절의 너,2020-07-09,2801,264366,145,196,0.0101,0.0109,0.0215
2024-09-20,44,7,정국: 아이 엠 스틸,2024-09-18,2406,17517,91,309,0.0086,0.0172,0.0135
2024-09-20,44,8,새벽의 모든,2024-09-18,2404,7889,105,136,0.0086,0.0076,0.0156
2024-09-20,44,9,브레드이발소: 빵스타의 탄생,2024-09-14,2345,146687,241,341,0.0084,0.0189,0.0357
2024-09-20,44,10,사랑의 하츄핑,2024-08-07,2257,1071221,217,251,0.0081,0.0139,0.0322
2024-09-21,45,1,베테랑2,2024-09-13,386734,5291341,2520,12296,0.7308,0.6305,0.3411
2024-09-21,45,2,브레드이발소: 빵스타의 탄생,2024-09-14,20305,166992,409,858,0.0384,0.044,0.0554
2024-09-21,45,3,사랑의 하츄핑,2024-08-07,20018,1091239,443,642,0.0378,0.0329,0.06
2024-09-21,45,4,비긴 어게인,2014-08-13,17543,3540306,420,655,0.0331,0.0336,0.0569
2024-09-21,45,5,룩백,2024-09-05,10932,192489,245,546,0.0207,0.028,0.0332
2024-09-21,45,6,에이리언: 로물루스,2024-08-14,9126,1973740,373,518,0.0172,0.0266,0.0505
2024-09-21,45,7,트랜스포머 ONE,2024-09-25,6170,30263,223,365,0.0117,0.0187,0.0302
2024-09-21,45,8,와일드 로봇,2024-10-01,5579,5579,32,32,0.0105,0.0016,0.0043
2024-09-21,45,9,"안녕, 할부지",2024-09-04,5355,234485,228,277,0.0101,0.0142,0.0309
2024-09-21,45,10,임영웅│아임 히어로 더 스타디움,2024-08-28,5174,294362,99,157,0.0098,0.0081,0.0134
2024-09-22,46,1,베테랑2,2024-09-13,309695,5601036,2497,11745,0.7122,0.6249,0.3413
2024-09-22,46,2,사랑의 하츄핑,2024-08-07,21435,1112674,464,683,0.0493,0.0363,0.0634
2024-09-22,46,3,브레드이발소: 빵스타의 탄생,2024-09-14,18205,185197,427,885,0.0419,0.0471,0.0584
2024-09-22,46,4,비긴 어게인,2014-08-13,15494,3555800,433,674,0.0356,0.0359,0.0592
2024-09-22,46,5,룩백,2024-09-05,9015,201504,247,549,0.0207,0.0292,0.0338
2024-09-22,46,6,트랜스포머 ONE,2024-09-25,6536,36799,237,378,0.015,0.0201,0.0324
2024-09-22,46,7,에이리언: 로물루스,2024-08-14,6272,1980012,359,478,0.0144,0.0254,0.0491
2024-09-22,46,8,와일드 로봇,2024-10-01,5363,10942,30,30,0.0123,0.0016,0.0041
2024-09-22,46,9,임영웅│아임 히어로 더 스타디움,2024-08-28,4689,299051,105,155,0.0108,0.0082,0.0144
2024-09-22,46,10,오지: 사라진 숲을 찾아서,2024-09-13,4476,46784,161,252,0.0103,0.0134,0.022
2024-09-23,47,1,베테랑2,2024-09-13,99916,5700952,2327,10014,0.7364,0.6567,0.3842
2024-09-23,47,2,비긴 어게인,2014-08-13,6480,3562280,436,764,0.0478,0.0501,0.072
2024-09-23,47,3,대도시의 사랑법,2024-10-01,4356,4356,16,20,0.0321,0.0013,0.0026
2024-09-23,47,4,룩백,2024-09-05,3340,204844,225,506,0.0246,0.0332,0.0371
2024-09-23,47,5,에이리언: 로물루스,2024-08-14,2137,1982149,370,518,0.0158,0.034,0.0611
2024-09-23,47,6,"안녕, 할부지",2024-09-04,1454,239366,231,275,0.0107,0.018,0.0381
2024-09-23,47,7,소년시절의 너,2020-07-09,1432,274602,150,203,0.0106,0.0133,0.0248
2024-09-23,47,8,임영웅│아임 히어로 더 스타디움,2024-08-28,1303,300354,94,140,0.0096,0.0092,0.0155
2024-09-23,47,9,브레드이발소: 빵스타의 탄생,2024-09-14,1280,186477,146,181,0.0094,0.0119,0.0241
2024-09-23,47,10,사랑의 하츄핑,2024-08-07,974,1113648,177,199,0.0072,0.0131,0.0292
2024-09-24,48,1,베테랑2,2024-09-13,88771,5789723,2344,9836,0.7225,0.6514,0.3807
2024-09-24,48,2,비긴 어게인,2014-08-13,5811,3568091,451,765,0.0473,0.0507,0.0732
2024-09-24,48,3,룩백,2024-09-05,2754,207598,217,475,0.0224,0.0315,0.0352
2024-09-24,48,4,에이리언: 로물루스,2024-08-14,2069,1984218,350,492,0.0168,0.0326,0.0568
2024-09-24,48,5,임영웅│아임 히어로 더 스타디움,2024-08-28,1596,301950,98,150,0.013,0.0099,0.0159
2024-09-24,48,6,"안녕, 할부지",2024-09-04,1508,240874,247,293,0.0123,0.0194,0.0401
2024-09-24,48,7,새벽의 모든,2024-09-18,1469,14535,108,138,0.012,0.0091,0.0175
2024-09-24,48,8,소년시절의 너,2020-07-09,1441,276043,153,206,0.0117,0.0136,0.0248
2024-09-24,48,9,파일럿,2024-07-31,1256,4696763,155,180,0.0102,0.0119,0.0252
2024-09-24,48,10,사랑의 하츄핑,2024-08-07,1164,1114812,187,206,0.0095,0.0136,0.0304
2024-09-25,49,1,베테랑2,2024-09-13,132449,5922172,2120,8636,0.6292,0.5244,0.3303
2024-09-25,49,2,트랜스포머 ONE,2024-09-25,24008,60807,951,3095,0.1141,0.1879,0.1482
2024-09-25,49,3,비긴 어게인,2014-08-13,9855,3577946,454,695,0.0468,0.0422,0.0707
2024-09-25,49,4,로봇 드림,2024-03-13,5238,53440,134,249,0.0249,0.0151,0.0209
2024-09-25,49,5,정국: 아이 엠 스틸,2024-09-18,5034,28719,86,148,0.0239,0.009,0.0134
2024-09-25,49,6,극장총집편 봇치 더 록! 후편,2024-09-25,4787,5784,173,368,0.0227,0.0223,0.027
2024-09-25,49,7,룩백,2024-09-05,4468,212066,210,448,0.0212,0.0272,0.0327
2024-09-25,49,8,에이리언: 로물루스,2024-08-14,2074,1986292,274,358,0.0099,0.0217,0.0427
2024-09-25,49,9,소년시절의 너,2020-07-09,1614,277657,127,155,0.0077,0.0094,0.0198
2024-09-25,49,10,브레드이발소: 빵스타의 탄생,2024-09-14,1331,188675,151,175,0.0063,0.0106,0.0235
2024-09-26,50,1,베테랑2,2024-09-13,75957,5998129,2033,8112,0.6216,0.5302,0.3325
2024-09-26,50,2,트랜스포머 ONE,2024-09-25,12010,72817,910,2734,0.0983,0.1787,0.1488
2024-09-26,50,3,비긴 어게인,2014-08-13,7540,3585486,469,781,0.0617,0.051,0.0767
2024-09-26,50,4,룩백,2024-09-05,3211,215277,216,470,0.0263,0.0307,0.0353
2024-09-26,50,5,정국: 아이 엠 스틸,2024-09-18,1708,30427,74,135,0.014,0.0088,0.0121
2024-09-26,50,6,에이리언: 로물루스,2024-08-14,1546,1987838,264,349,0.0127,0.0228,0.0432
2024-09-26,50,7,극장총집편 봇치 더 록! 후편,2024-09-25,1198,6982,146,262,0.0098,0.0171,0.0239
2024-09-26,50,8,브레드이발소: 빵스타의 탄생,2024-09-14,1125,189800,144,159,0.0092,0.0104,0.0235
2024-09-26,50,9,사랑의 하츄핑,2024-08-07,1107,1117073,144,162,0.0091,0.0106,0.0235
2024-09-26,50,10,소년시절의 너,2020-07-09,1075,278732,125,161,0.0088,0.0105,0.0204
2024-09-27,51,1,베테랑2,2024-09-13,93990,6092119,2025,8532,0.5947,0.5207,0.3143
2024-09-27,51,2,트랜스포머 ONE,2024-09-25,17028,89845,906,2942,0.1077,0.1795,0.1406
2024-09-27,51,3,비긴 어게인,2014-08-13,9293,3594779,475,806,0.0588,0.0492,0.0737
2024-09-27,51,4,더 커버넌트,2024-09-27,6012,6320,230,357,0.038,0.0218,0.0357
2024-09-27,51,5,룩백,2024-09-05,3992,219269,223,464,0.0253,0.0283,0.0346
2024-09-27,51,6,에이리언: 로물루스,2024-08-14,2297,1990135,269,348,0.0145,0.0212,0.0418
2024-09-27,51,7,브레드이발소: 빵스타의 탄생,2024-09-14,2216,192016,172,197,0.014,0.012,0.0267
2024-09-27,51,8,소년시절의 너,2020-07-09,1675,280407,124,164,0.0106,0.01,0.0192
2024-09-27,51,9,극장총집편 봇치 더 록! 후편,2024-09-25,1365,8347,147,255,0.0086,0.0156,0.0228
2024-09-27,51,10,사랑의 하츄핑,2024-08-07,1291,1118364,165,185,0.0082,0.0113,0.0256
2024-09-28,52,1,베테랑2,2024-09-13,171298,6263417,2008,9026,0.5323,0.4759,0.2792
2024-09-28,52,2,트랜스포머 ONE,2024-09-25,55347,145192,1052,3833,0.172,0.2021,0.1463
